,Algorithms,Algorithm time,Brute force time,Brute force accuracy,Ball tree time,Ball tree accuracy,KD tree time,KD tree accuracy,Dataset Size
0,None,0,0.007382999389999867,0.9785407725321889,0.008651913999997873,0.9785407725321889,0.008501109999997425,0.9785407725321889,542.0
1,CNN,0.16978415100000177,0.0063624270300000774,0.9399141630901288,,,,,232.0
2,CRR,26.993873119354248,0.006532138250000088,0.9656652360515021,,,,,56.0
